idx, head1, head2, gaze1, gaze2, time
4, 0.0439945012147, -0.420823062146, -0.121331775145, -0.218748397287, 1504604977.99
5, 0.042376425595, -0.420432193481, -0.120831256002, -0.218090098999, 1504604978.02
6, 0.0415435986919, -0.419903629819, -0.120415667811, -0.21881972566, 1504604978.05
7, 0.0457534491468, -0.420288263266, -0.120544115529, -0.218711592687, 1504604978.09
8, 0.0437315443227, -0.420621158562, -0.121706002829, -0.219350866082, 1504604978.15
9, 0.0464936288116, -0.421157418591, -0.122091374938, -0.220152801242, 1504604978.19
10, 0.048256557633, -0.42377944454, -0.0861862294893, -0.22219136113, 1504604978.29
11, 0.0462574179149, -0.425325976882, -0.0861096460334, -0.221681046112, 1504604978.32
12, 0.0483415222805, -0.425608164419, -0.0854805829344, -0.221023824641, 1504604978.39
13, 0.045335324334, -0.427053390614, -0.0853870452624, -0.220340187161, 1504604978.42
14, 0.0449069308912, -0.428150316789, -0.0857555893696, -0.219173635785, 1504604978.45
15, 0.043163072421, -0.427812549137, -0.0847107024852, -0.218292025541, 1504604978.49
16, 0.0414944960393, -0.428389035699, -0.0843706638864, -0.217265986029, 1504604978.52
17, 0.037597883096, -0.426629242489, -0.0837078874019, -0.216035539693, 1504604978.55
18, 0.0386938003929, -0.428225879674, -0.0835948824115, -0.214578503752, 1504604978.59
19, 0.0379259714466, -0.430191198735, -0.083817737291, -0.214600305555, 1504604978.62
20, 0.0388919912388, -0.432250840507, -0.0838230022337, -0.212142646647, 1504604978.65
21, 0.0391475337195, -0.435799719945, -0.0664443055512, -0.215555189721, 1504604978.69
22, 0.0373556058332, -0.436823194125, -0.0651244891458, -0.217299608183, 1504604978.72
23, 0.0361157587779, -0.438863058926, -0.0637806599156, -0.21513304073, 1504604978.75
24, 0.0368391863125, -0.441029391916, -0.0636393172667, -0.21401906638, 1504604978.79
25, 0.0361299437233, -0.442756370067, -0.0630290474853, -0.212749614645, 1504604978.82
26, 0.0360225984435, -0.445125426696, -0.0620868496258, -0.209697257605, 1504604978.85
27, 0.0386641964242, -0.448295481379, -0.0624512444311, -0.207210075772, 1504604978.89
28, 0.0377381437962, -0.451645432132, -0.061973529025, -0.20379401563, 1504604978.92
29, 0.0341327468733, -0.457359451869, -0.0828315606946, -0.207613974395, 1504604978.95
30, 0.0335387709497, -0.466096242071, -0.0871700676771, -0.196690796267, 1504604978.99
31, 0.0330129852352, -0.469037345419, -0.0861339940519, -0.191794767045, 1504604979.02
32, 0.0319065454443, -0.471943674593, -0.0857996944722, -0.189717100845, 1504604979.05
33, 0.0325040289228, -0.473711603984, -0.085269711038, -0.18799249875, 1504604979.09
34, 0.0303516851271, -0.47492958513, -0.084324236777, -0.186979162522, 1504604979.12
35, 0.0280659649662, -0.476945898495, -0.0830961131962, -0.185255808602, 1504604979.15
36, 0.0281557256708, -0.479385862747, -0.0820815232255, -0.18314963687, 1504604979.19
37, 0.0263465593773, -0.481321761129, -0.0808318021645, -0.181798718239, 1504604979.22
38, 0.0251496728278, -0.483503241329, -0.0803968011202, -0.181320077036, 1504604979.25
39, 0.0258395380182, -0.485861430077, -0.080957214692, -0.180267412219, 1504604979.29
40, 0.0297068357613, -0.490436661004, -0.0813278491566, -0.178207899707, 1504604979.32
41, 0.0251032836408, -0.491155837055, -0.0827326903182, -0.176000251079, 1504604979.35
42, 0.0291271688598, -0.494355369159, -0.0837702990404, -0.174017925747, 1504604979.39
43, 0.0287695175926, -0.497862615932, -0.084137110292, -0.172046165865, 1504604979.42
44, 0.0283900601287, -0.500318575774, -0.0847002878711, -0.170474383766, 1504604979.45
45, 0.0321633482427, -0.500755794831, -0.0856562596227, -0.169829951589, 1504604979.49
46, 0.0306212180398, -0.501600339124, -0.0857430808249, -0.169613579931, 1504604979.55
47, 0.0412674767222, -0.504044380252, -0.0859191890178, -0.169825506348, 1504604979.59
