idx, head1, head2, gaze1, gaze2, time
2, -0.460087073169, -0.353048509476, 0.0164893454266, -0.261262397238, 1504783579.17
6, -0.47991482031, -0.365408572965, 0.0351450172182, -0.24488050541, 1504783579.3
7, -0.468216820836, -0.377656711618, 0.0234782620855, -0.237330132602, 1504783579.34
8, -0.465908714634, -0.396620275727, 0.0110530265558, -0.23330608046, 1504783579.37
9, -0.450838551569, -0.408206157485, -0.00240827280951, -0.24808121267, 1504783579.4
10, -0.451612296618, -0.419977918268, -0.00543624638645, -0.263457471575, 1504783579.44
11, -0.442539868904, -0.43046708212, -0.0099861700894, -0.257555482095, 1504783579.47
12, -0.442891856372, -0.439690057079, -0.011886596968, -0.253559627286, 1504783579.5
13, -0.436519032877, -0.444701427933, -0.0142725430544, -0.25407403355, 1504783579.54
14, -0.434055713481, -0.445204494211, -0.018289764594, -0.25492041178, 1504783579.57
15, -0.426478992766, -0.445513171037, -0.0277663869565, -0.259011317818, 1504783579.6
16, -0.417324807361, -0.450742469764, -0.0368767312753, -0.259835502255, 1504783579.64
17, -0.411134285499, -0.451959869643, -0.0677707672172, -0.272570860567, 1504783579.67
18, -0.404237761795, -0.459350217118, -0.0876301581558, -0.277995466979, 1504783579.7
19, -0.398147214741, -0.461697562762, -0.0946056866773, -0.276317849277, 1504783579.74
20, -0.393317787821, -0.465445383627, -0.100867315532, -0.274502833314, 1504783579.77
21, -0.38786586825, -0.472317789155, -0.109353291685, -0.269960329799, 1504783579.8
22, -0.382867916357, -0.475560648195, -0.118325373586, -0.272786566146, 1504783579.84
28, -0.362612665689, -0.481576190071, -0.156576673774, -0.27210912363, 1504783580.04
29, -0.364259046625, -0.48220728578, -0.156627009874, -0.269779780897, 1504783580.07
30, -0.380082290117, -0.490131189035, -0.155138996374, -0.269177463774, 1504783580.1
31, -0.380243297003, -0.489776944999, -0.154522666694, -0.266159487605, 1504783580.14
32, -0.369991787308, -0.487036440875, -0.136667775949, -0.224099349039, 1504783580.17
33, -0.385077359492, -0.494989946833, -0.127335484019, -0.211596169671, 1504783580.2
34, -0.389053666098, -0.489755710498, -0.122210862478, -0.211727054982, 1504783580.24
35, -0.396841823447, -0.483468231238, -0.117366728852, -0.215089018046, 1504783580.27
36, -0.392332880442, -0.485445459948, -0.115340408841, -0.216667542491, 1504783580.3
37, -0.395616239217, -0.480228181922, -0.115007210076, -0.217503805217, 1504783580.34
38, -0.396847760419, -0.47791386848, -0.11054759764, -0.213340930097, 1504783580.37
39, -0.394132314465, -0.481128648124, -0.107924354651, -0.213773478017, 1504783580.4
40, -0.385921704354, -0.473178141422, -0.108302608813, -0.210305075518, 1504783580.44
41, -0.401992025789, -0.48081130958, -0.107039795137, -0.208318834927, 1504783580.47
42, -0.411273413983, -0.480335929849, -0.100832808736, -0.203586906919, 1504783580.5
43, -0.418451817558, -0.483777962822, -0.0927388345844, -0.196495374513, 1504783580.54
44, -0.434448572178, -0.484423113147, -0.0902595278739, -0.197916676307, 1504783580.57
45, -0.419654243245, -0.480106882147, -0.0890311084652, -0.201388254759, 1504783580.6
46, -0.42161755744, -0.475518426888, -0.0880257181917, -0.203133054219, 1504783580.64
49, -0.418350998453, -0.473894185018, -0.0889565242098, -0.204531135014, 1504783580.74
50, -0.416234366085, -0.473131775582, -0.0914084079621, -0.206603128889, 1504783580.77
51, -0.404211486543, -0.476672426278, -0.0982445558115, -0.213844344881, 1504783580.8
52, -0.402812366349, -0.471987453447, -0.101875664492, -0.217216116298, 1504783580.84
53, -0.401302514687, -0.471120573111, -0.103475374916, -0.217818018596, 1504783580.87
54, -0.397661728655, -0.475729525499, -0.10255453329, -0.227667173365, 1504783580.9
55, -0.400515482938, -0.473174455168, -0.103039781046, -0.228457969683, 1504783580.94
56, -0.401256886163, -0.474026085861, -0.102792414556, -0.226310449998, 1504783580.97
57, -0.398210600424, -0.47732925256, -0.103543617644, -0.22441724641, 1504783581.0
58, -0.399330988392, -0.475554864919, -0.104742597298, -0.224214333508, 1504783581.04
59, -0.399332849977, -0.475640831215, -0.105456463131, -0.223547893508, 1504783581.07
60, -0.385433880146, -0.475226375378, -0.105367814846, -0.226317730481, 1504783581.1
61, -0.397669738379, -0.474419120512, -0.106568785302, -0.224957669487, 1504783581.14
62, -0.387303668457, -0.47103249146, -0.10564139709, -0.22337056944, 1504783581.17
63, -0.385210141117, -0.477910885385, -0.105623334944, -0.214099017943, 1504783581.2
64, -0.385770341445, -0.472455764754, -0.106730881328, -0.213294571218, 1504783581.24
65, -0.395685706625, -0.47840272215, -0.110796712824, -0.213978657349, 1504783581.27
66, -0.385660885576, -0.481793271394, -0.119573555431, -0.213504861582, 1504783581.3
68, -0.37269431945, -0.483896169971, -0.131803951311, -0.212858719502, 1504783581.37
69, -0.365346233815, -0.492900135279, -0.135949520492, -0.213758796197, 1504783581.4
70, -0.368388974153, -0.487806875532, -0.135708988215, -0.213090736707, 1504783581.44
71, -0.369233192415, -0.486179689278, -0.13488657654, -0.215511800801, 1504783581.47
76, -0.374848707073, -0.486821904974, -0.12475331094, -0.214432608938, 1504783581.63
77, -0.377186293233, -0.485944199537, -0.111892119102, -0.208451006714, 1504783581.67
78, -0.375978743999, -0.49398493576, -0.111019914976, -0.205625227439, 1504783581.7
79, -0.37963745932, -0.488546087735, -0.110230984059, -0.20475157068, 1504783581.74
80, -0.381573311041, -0.487886172047, -0.109906930972, -0.20699583487, 1504783581.77
81, -0.378877292469, -0.491489306596, -0.110594538772, -0.207881501089, 1504783581.8
82, -0.3766655035, -0.486660345635, -0.112043678126, -0.210123129596, 1504783581.84
83, -0.37513144842, -0.48529791382, -0.112945202243, -0.210432020594, 1504783581.87
84, -0.372471460821, -0.490509843597, -0.112894151641, -0.212160446713, 1504783581.9
85, -0.372064861869, -0.487261838838, -0.115455082514, -0.211039155771, 1504783581.94
86, -0.373719656639, -0.488682833981, -0.116363262707, -0.208303757869, 1504783581.97
87, -0.373684042079, -0.498491711937, -0.116156772491, -0.202420748979, 1504783582.0
88, -0.377334554426, -0.497188022539, -0.117753396418, -0.200241788876, 1504783582.04
90, -0.372638686216, -0.50039893901, -0.125659221543, -0.19699737232, 1504783582.1
91, -0.370285392942, -0.502018622236, -0.152586050793, -0.20804231006, 1504783582.14
92, -0.367422197391, -0.503998780877, -0.157922145639, -0.207159815541, 1504783582.17
94, -0.363166783357, -0.514081012268, -0.161118278385, -0.209552390446, 1504783582.24
95, -0.364350322757, -0.513899634118, -0.160531098321, -0.207343303255, 1504783582.27
96, -0.361781738073, -0.522134869162, -0.158998111705, -0.206613771054, 1504783582.3
97, -0.367816059131, -0.513722788068, -0.158178234499, -0.206854155652, 1504783582.34
100, -0.365027278756, -0.512007685992, -0.157913391883, -0.210239204823, 1504783582.44
101, -0.365696352878, -0.507937499136, -0.157437251291, -0.209772697433, 1504783582.47
102, -0.364860074594, -0.513794462501, -0.157218513142, -0.211349194474, 1504783582.5
103, -0.367127292412, -0.506750673838, -0.15635623366, -0.211258120884, 1504783582.54
104, -0.370837121996, -0.500844403054, -0.155575098104, -0.211768230875, 1504783582.57
105, -0.365700898437, -0.506852309616, -0.155712591821, -0.212796224894, 1504783582.6
106, -0.370418656873, -0.49719714318, -0.156046644224, -0.216015630377, 1504783582.64
107, -0.370142945407, -0.495637281996, -0.156493531016, -0.214556766087, 1504783582.67
108, -0.363117199751, -0.502689838228, -0.157148422987, -0.216412848007, 1504783582.7
109, -0.362582642401, -0.499592007295, -0.157446633422, -0.216820795191, 1504783582.74
110, -0.36129334134, -0.499961371381, -0.157765686219, -0.216338214366, 1504783582.77
111, -0.359593128183, -0.506027277021, -0.155904220756, -0.212311341706, 1504783582.8
112, -0.366978090182, -0.498637817598, -0.154760061314, -0.212094265341, 1504783582.84
113, -0.36943304716, -0.496005735143, -0.153984254053, -0.211977117163, 1504783582.87
114, -0.362276703071, -0.507111478604, -0.154005766539, -0.210818251958, 1504783582.9
115, -0.354656795943, -0.499969406302, -0.154066757332, -0.211171360901, 1504783582.94
116, -0.368662332719, -0.495908762392, -0.154632207307, -0.209460433709, 1504783582.97
117, -0.36042401967, -0.506480035094, -0.154216136597, -0.209569487499, 1504783583.0
118, -0.365738368083, -0.49989615355, -0.154932136401, -0.207985143866, 1504783583.04
119, -0.36674546938, -0.49741291242, -0.154772708485, -0.208575042267, 1504783583.07
120, -0.364621107607, -0.509190292191, -0.155820282427, -0.209713392823, 1504783583.1
121, -0.360314142627, -0.499944712843, -0.154292726698, -0.210916620356, 1504783583.14
122, -0.356789436507, -0.499033043237, -0.153336665731, -0.211999393018, 1504783583.17
123, -0.351778499491, -0.507471610497, -0.153425494298, -0.210818329281, 1504783583.2
124, -0.355473984252, -0.502533525932, -0.149952163375, -0.210237008724, 1504783583.24
127, -0.35527426311, -0.506861590648, -0.151309792852, -0.208345786408, 1504783583.34
128, -0.356423620404, -0.506214401677, -0.15053760164, -0.206806452682, 1504783583.37
135, -0.351601841846, -0.509820290556, -0.145882533022, -0.209365127615, 1504783583.61
