idx, head1, head2, gaze1, gaze2, time
1, -0.0719239359011, -0.380879922822, -0.799771025591, 0.00473487929345, 1504867014.11
2, -0.072092003487, -0.380419461515, -0.762019595941, 0.0190295158745, 1504867014.15
3, -0.0705268305058, -0.377651834284, -0.768308733533, 0.0215539987908, 1504867014.18
4, -0.0712663502352, -0.381080033113, -0.769609768051, 0.0235946158047, 1504867014.21
5, -0.0721671744181, -0.380949659498, -0.769997861428, 0.0240239602606, 1504867014.25
6, -0.0687166673314, -0.378576013051, -0.770781599326, 0.0249777687515, 1504867014.28
7, -0.0717851615932, -0.380095701702, -0.770781718524, 0.0266393300755, 1504867014.31
8, -0.0670312939701, -0.378535600735, -0.771061834951, 0.0266841889297, 1504867014.35
9, -0.0704463566039, -0.379314594532, -0.771080167689, 0.0267345029356, 1504867014.38
10, -0.0722780286931, -0.38002310861, -0.770571789207, 0.0284218253348, 1504867014.41
11, -0.0719730412139, -0.380310898271, -0.769917109743, 0.0291088714456, 1504867014.44
12, -0.0723715105832, -0.377494654801, -0.770113612476, 0.0304847708698, 1504867014.48
13, -0.0766697255228, -0.386920385323, -0.769923293132, 0.0282012215834, 1504867014.52
14, -0.0690255286758, -0.380202909536, -0.768282666419, 0.0288441580692, 1504867014.55
15, -0.0759307089442, -0.388947239273, -0.768497641846, 0.0286756089337, 1504867014.59
16, -0.0760288449479, -0.390676654146, -0.771138516624, 0.0286406039103, 1504867014.62
17, -0.0660483127058, -0.379558402791, -0.71961774584, 0.0502031529414, 1504867014.65
18, -0.0695080298558, -0.377727265091, -0.72318019162, 0.0479073075479, 1504867014.68
19, -0.0720340207122, -0.388179759214, -0.721691280611, 0.0497745653397, 1504867014.72
20, -0.0663416961627, -0.37989560092, -0.723037948231, 0.0506375154887, 1504867014.75
21, -0.0710306150336, -0.376395114135, -0.721249435449, 0.0509300686967, 1504867014.78
22, -0.0713293149247, -0.379660796052, -0.721581818153, 0.0512945169748, 1504867014.81
23, -0.0687165941376, -0.37274307832, -0.707612875289, 0.0469350635307, 1504867014.85
24, -0.0717021636923, -0.375351339814, -0.698941566402, 0.0474389336163, 1504867014.89
25, -0.0740484996775, -0.385535863874, -0.699112993979, 0.0496118589516, 1504867014.92
26, -0.0680098172218, -0.37958957626, -0.698776950037, 0.0492321647998, 1504867014.95
27, -0.0711191935326, -0.375323271738, -0.697415907086, 0.0480358037851, 1504867014.98
31, -0.0705619822271, -0.379447333333, -0.0155878771651, 0.0541251542134, 1504867015.11
32, -0.0712006184664, -0.379506766744, -0.0203903727957, 0.0617616061952, 1504867015.14
33, -0.0713964348347, -0.376106136532, -0.0195473461095, 0.0680442862583, 1504867015.18
34, -0.071213971996, -0.379165023481, -0.019794710382, 0.0738138403404, 1504867015.21
35, -0.0714841220076, -0.379358966974, -0.0192738436065, 0.0768249245358, 1504867015.24
36, -0.0714662877423, -0.375695534297, -0.019486600245, 0.0794315641447, 1504867015.28
37, -0.0710493048299, -0.378027305495, -0.0191625828554, 0.079661845816, 1504867015.31
38, -0.0711404036083, -0.377664181987, -0.0194771638632, 0.0796500079682, 1504867015.35
39, -0.0710821119738, -0.374201439976, -0.0183818797867, 0.0797762946824, 1504867015.38
40, -0.0710810512317, -0.376749527462, -0.0191038732397, 0.0813272196617, 1504867015.41
41, -0.0711117209038, -0.376939080151, -0.0187938004047, 0.00653170714399, 1504867015.44
42, -0.0710768311177, -0.374112419491, -0.066801355094, -0.146977349571, 1504867015.48
43, -0.0706660579374, -0.376324196824, -0.125266794191, -0.304233846207, 1504867015.51
44, -0.0708007078337, -0.376901364283, -0.124611400974, -0.297338928042, 1504867015.55
45, -0.0714431362816, -0.373878800466, -0.12376716724, -0.293813689465, 1504867015.58
46, -0.0716526175173, -0.376048185801, -0.122192165575, -0.291259366189, 1504867015.61
47, -0.0714457517925, -0.376590916777, -0.122159365229, -0.289897625652, 1504867015.64
48, -0.0724142351883, -0.372517143298, -0.122065306618, -0.289858176408, 1504867015.68
49, -0.0707412614187, -0.375833704558, -0.121891399668, -0.288278729852, 1504867015.71
50, -0.0704055061151, -0.37617368548, -0.253783545689, -0.334371815509, 1504867015.75
51, -0.0712328099995, -0.372842302472, -0.252541578185, -0.329427278526, 1504867015.78
54, -0.0712710039045, -0.372303957268, -0.251615058907, -0.327263855894, 1504867015.88
55, -0.0703619474907, -0.375281225949, -0.252879111052, -0.326351056162, 1504867015.91
57, -0.0702437061112, -0.373146471346, -0.256245875574, -0.321541595996, 1504867015.98
61, -0.0720171596425, -0.376745485677, -0.829707921649, -0.0712579969767, 1504867016.11
62, -0.0722954522476, -0.377059306759, -0.830074263456, -0.0639368550499, 1504867016.15
63, -0.0719178755973, -0.373066364886, -0.827053298722, -0.0613772676491, 1504867016.18
64, -0.0719800948937, -0.375958075265, -0.867379657754, -0.0554154165108, 1504867016.21
65, -0.0725536594243, -0.376034534968, -0.872249023672, -0.0565308346832, 1504867016.24
66, -0.0717383036876, -0.37221490172, -0.875777899019, -0.0548415557385, 1504867016.28
67, -0.0720913399016, -0.375826989039, -0.878696865484, -0.050653165864, 1504867016.31
68, -0.0723502473526, -0.37672514071, -0.881727451918, -0.049410791017, 1504867016.35
69, -0.0697773469881, -0.37501758936, -0.877499298084, -0.0493197128006, 1504867016.38
73, -0.0767252011788, -0.38421496495, -0.518127634956, -0.315553998016, 1504867016.51
74, -0.0776685225226, -0.386961303498, -0.520808255536, -0.31412892088, 1504867016.54
75, -0.0781474730335, -0.383519658998, -0.521886770816, -0.313424998043, 1504867016.58
76, -0.0776258438743, -0.386416095383, -0.522498108704, -0.314188108748, 1504867016.61
77, -0.0772431404787, -0.386991624623, -0.525742491219, -0.317785645126, 1504867016.65
78, -0.074835458024, -0.383266398201, -0.527403033508, -0.319232018716, 1504867016.68
79, -0.0744206656255, -0.384990961695, -0.530752573934, -0.322282597776, 1504867016.71
84, -0.0721072930776, -0.382764124176, -0.876260264024, -0.0640597207534, 1504867016.88
85, -0.0724003669679, -0.384936191698, -0.871957729124, -0.0586707820894, 1504867016.91
86, -0.0728402531227, -0.385577824179, -0.867744674886, -0.0575604427645, 1504867016.94
87, -0.0730693066712, -0.38220314318, -0.868197376922, -0.0542813403659, 1504867016.98
89, -0.0726819170619, -0.384957149447, -0.881173043126, -0.0594790690249, 1504867017.05
90, -0.0735616615619, -0.379615468298, -0.88436905542, -0.0594451587985, 1504867017.08
91, -0.072269920849, -0.383008221451, -0.885493938327, -0.0602389864478, 1504867017.11
92, -0.0729990597459, -0.383383476099, -0.886467983835, -0.0574686645659, 1504867017.14
93, -0.0729417200738, -0.378724432157, -0.888195174837, -0.058403625674, 1504867017.18
94, -0.0736175765399, -0.381900142392, -0.884735317285, -0.0574388271703, 1504867017.21
95, -0.0734789250372, -0.384065870676, -0.881452662264, -0.0543846660933, 1504867017.25
96, -0.0737033290235, -0.38097899462, -0.880657879493, -0.0504903038026, 1504867017.28
97, -0.0739352719893, -0.384389956632, -0.880104524993, -0.0494028493391, 1504867017.31
98, -0.0750220449437, -0.385424437903, -0.875894115639, -0.0492687801789, 1504867017.34
99, -0.0767110939671, -0.382170180633, -0.873177115689, -0.0460075296038, 1504867017.38
100, -0.0769810626534, -0.384452810925, -0.874249304305, -0.0470904811983, 1504867017.41
101, -0.0782620417366, -0.384943191789, -0.87928395777, -0.0535626753223, 1504867017.45
102, -0.079391754176, -0.381288184635, -0.876337450414, -0.0508739335646, 1504867017.48
103, -0.0786655662439, -0.383511870388, -0.8804691707, -0.0551747040672, 1504867017.51
105, -0.0810078892683, -0.380848599896, -0.876305577813, -0.049477846786, 1504867017.58
106, -0.0806273652942, -0.383395696287, -0.877015880217, -0.0486486665777, 1504867017.61
107, -0.0812854189387, -0.384857914249, -0.877952633308, -0.0487027539381, 1504867017.64
108, -0.0820068355852, -0.381664566989, -0.879048703253, -0.0477412540684, 1504867017.68
109, -0.0810927897334, -0.383961388278, -0.881263591815, -0.0501413794822, 1504867017.71
110, -0.0813765028431, -0.384699652478, -0.876923727618, -0.0479889678174, 1504867017.74
111, -0.0821774165649, -0.382068498935, -0.876379210416, -0.0463469571531, 1504867017.78
112, -0.0808468672043, -0.384532185302, -0.876251743608, -0.0434598101411, 1504867017.81
114, -0.0803959042927, -0.381755971199, -0.875657711018, -0.0441255863337, 1504867017.88
115, -0.0803240796037, -0.384632670522, -0.874653421534, -0.0436155801023, 1504867017.91
116, -0.0830766719805, -0.385074511598, -0.86870749751, -0.0403087867921, 1504867017.95
117, -0.0841669971101, -0.379586824035, -0.865365616012, -0.0380227880006, 1504867017.98
118, -0.0876947988207, -0.376350074664, -0.865004081151, -0.0411830411044, 1504867018.01
119, -0.094986449381, -0.37333642086, -0.85387405188, -0.0397283664527, 1504867018.05
120, -0.10574207564, -0.371139556243, -0.845818882901, -0.0322368972427, 1504867018.08
121, -0.113454838863, -0.37513407322, -0.836443791191, -0.0251058959869, 1504867018.11
122, -0.120964872786, -0.375869750324, -0.821684777952, -0.0211197059575, 1504867018.14
123, -0.12542112746, -0.372897284652, -0.816345392034, -0.0155257892157, 1504867018.18
124, -0.126972503946, -0.376095003954, -0.813959811645, -0.0116084130401, 1504867018.21
125, -0.127964941197, -0.376228104428, -0.812340973401, -0.0103880996726, 1504867018.24
126, -0.127123808853, -0.372104049567, -0.813334019586, -0.0100721607511, 1504867018.28
127, -0.128510473963, -0.377245805774, -0.808744558898, -0.00561885566745, 1504867018.31
128, -0.130285963731, -0.382039725593, -0.802541018519, 0.00250792563419, 1504867018.34
129, -0.133979683544, -0.381100524741, -0.797968533566, 0.00624651453522, 1504867018.38
130, -0.135397462176, -0.388513916724, -0.791915982936, 0.00895396095469, 1504867018.41
131, -0.136852195751, -0.391836261259, -0.792243805804, 0.0110651891949, 1504867018.45
132, -0.136598351851, -0.3903469608, -0.79206129704, 0.0196196804256, 1504867018.48
133, -0.137968516788, -0.39452627019, -0.793302417828, 0.0212045387908, 1504867018.51
134, -0.13976191897, -0.397068232275, -0.789191763007, 0.0231076443022, 1504867018.55
135, -0.140289146421, -0.393628170203, -0.786245397293, 0.0270187394314, 1504867018.58
136, -0.140854208544, -0.397156358229, -0.78879782932, 0.02704226796, 1504867018.61
137, -0.140248222606, -0.397122419245, -0.787321810939, 0.0254952242991, 1504867018.65
138, -0.137458254098, -0.38926988646, -0.786144893188, 0.0247009892964, 1504867018.68
139, -0.138507653199, -0.39157172107, -0.786623268466, 0.0216942101272, 1504867018.71
140, -0.139912263593, -0.391696172554, -0.78412042095, 0.0176403702879, 1504867018.74
141, -0.137896550109, -0.3836319561, -0.782889686429, 0.0179866843962, 1504867018.78
142, -0.135673692174, -0.38635516225, -0.78577482721, 0.0183150879681, 1504867018.81
143, -0.134882614434, -0.386962204962, -0.783902724407, 0.0180849647432, 1504867018.85
144, -0.135545867392, -0.378944718197, -0.783871530772, 0.017369943936, 1504867018.88
145, -0.134341793405, -0.380829959199, -0.783842429729, 0.016213011974, 1504867018.91
146, -0.134789769747, -0.381669372732, -0.786005246668, 0.0184383130839, 1504867018.94
147, -0.134920339721, -0.374377103378, -0.786302086942, 0.0188493505791, 1504867018.98
148, -0.135796965881, -0.380154576941, -0.786371295039, 0.0176648735801, 1504867019.01
149, -0.13769861457, -0.381329323943, -0.786796853803, 0.0187532536687, 1504867019.05
150, -0.140033452173, -0.374727703131, -0.784543865479, 0.0200497736291, 1504867019.08
151, -0.140530493587, -0.378508389128, -0.784612073125, 0.0201972256616, 1504867019.11
152, -0.141362498438, -0.380545499124, -0.785599620813, 0.0183818308996, 1504867019.14
153, -0.142117411245, -0.37876740393, -0.788990800771, 0.0214897134113, 1504867019.18
154, -0.143039133356, -0.385274341105, -0.790364869475, 0.0251329856162, 1504867019.21
155, -0.147089383632, -0.392065004751, -0.789445275147, 0.0286091225247, 1504867019.25
156, -0.15301357503, -0.396978993019, -0.795736142078, 0.0372025236821, 1504867019.28
157, -0.161312924349, -0.407984859741, -0.791808689013, 0.0567053135546, 1504867019.31
158, -0.1733942649, -0.411139827204, -0.781364948232, 0.0617187004323, 1504867019.34
159, -0.187313142344, -0.401923764057, -0.760345511706, 0.0640315182698, 1504867019.38
160, -0.212619177062, -0.427158954217, -0.736654761501, 0.0952119751216, 1504867019.44
161, -0.222225321311, -0.435294506142, -0.728763707416, 0.11790734533, 1504867019.48
162, -0.229562098766, -0.449642563949, -0.72562646473, 0.128018122887, 1504867019.51
163, -0.234937308865, -0.453385023167, -0.725232321417, 0.129374183237, 1504867019.54
164, -0.225899313967, -0.443973098003, -0.722564378377, 0.12029158089, 1504867019.58
165, -0.232834201046, -0.43619031566, -0.725714396337, 0.11562990714, 1504867019.61
166, -0.231519679257, -0.436638381665, -0.727382661099, 0.113604759644, 1504867019.64
167, -0.233035806624, -0.42844648306, -0.726496220372, 0.116223627658, 1504867019.68
168, -0.235088581671, -0.444074678668, -0.727691438564, 0.12549289052, 1504867019.71
169, -0.235465500049, -0.44586461325, -0.726373646012, 0.124959217877, 1504867019.75
170, -0.231071792081, -0.44787667634, -0.725430300231, 0.119776801477, 1504867019.78
171, -0.241218849968, -0.448523610465, -0.724827969007, 0.126069853001, 1504867019.81
172, -0.237771264233, -0.451297552222, -0.726325919715, 0.125952731427, 1504867019.84
173, -0.227690854908, -0.44808521317, -0.728634423223, 0.12505552394, 1504867019.88
174, -0.233867656139, -0.446130039514, -0.730530641788, 0.12461396339, 1504867019.91
175, -0.231927798564, -0.446519705774, -0.730547761143, 0.122855245721, 1504867019.95
176, -0.223508065608, -0.445029906439, -0.729570099096, 0.124965046437, 1504867019.98
177, -0.232463516432, -0.448091153633, -0.729522382979, 0.126717381558, 1504867020.01
178, -0.233980225231, -0.449490630066, -0.72530946904, 0.126569572769, 1504867020.04
179, -0.229811990333, -0.44447538835, -0.724687454565, 0.123278903958, 1504867020.08
180, -0.23369027089, -0.445581579139, -0.726573704052, 0.121869525169, 1504867020.11
181, -0.23234392624, -0.447936758548, -0.727903994637, 0.123394394458, 1504867020.15
182, -0.228632035877, -0.442726079132, -0.727587755752, 0.120640276746, 1504867020.18
183, -0.229995742179, -0.445572014612, -0.726501886735, 0.1200484722, 1504867020.21
184, -0.236294660929, -0.452717943691, -0.729248744455, 0.119172673513, 1504867020.25
185, -0.229428483538, -0.443700653293, -0.729371628888, 0.116105532777, 1504867020.31
186, -0.22834098869, -0.443576356395, -0.730396817552, 0.117811447384, 1504867020.34
187, -0.218644717682, -0.439139055889, -0.729062246395, 0.116082651506, 1504867020.38
188, -0.224466557999, -0.440860682902, -0.729366344683, 0.115971089012, 1504867020.41
189, -0.226226269207, -0.442641179464, -0.729507416843, 0.117867286381, 1504867020.44
190, -0.226003397362, -0.442913446349, -0.731428399748, 0.115850065932, 1504867020.48
191, -0.226251740462, -0.440959192258, -0.72857539025, 0.115776851528, 1504867020.51
192, -0.225561977657, -0.43971538104, -0.729789969955, 0.112938609317, 1504867020.54
193, -0.21686380763, -0.436127596123, -0.729667096181, 0.110731440556, 1504867020.58
194, -0.225418371101, -0.438195164058, -0.730568096504, 0.111359212167, 1504867020.61
195, -0.226357670188, -0.438931754649, -0.730097059359, 0.111848364965, 1504867020.64
196, -0.21731649601, -0.435906168493, -0.729188006678, 0.109963283429, 1504867020.68
197, -0.224807870078, -0.438272351584, -0.731329549867, 0.111600659015, 1504867020.71
198, -0.226461438154, -0.441233569412, -0.731638483695, 0.111750168367, 1504867020.75
199, -0.2260666357, -0.430919041164, -0.732394773773, 0.10967653108, 1504867020.78
200, -0.227453154048, -0.442147005752, -0.738551581346, 0.10795765169, 1504867020.81
201, -0.227904428108, -0.442997444946, -0.737006580451, 0.109486631398, 1504867020.84
202, -0.229127190285, -0.429705823229, -0.736963947089, 0.110250475419, 1504867020.88
203, -0.229675000313, -0.440184474741, -0.739157209919, 0.106485174511, 1504867020.91
204, -0.229260388654, -0.442084315848, -0.738088936945, 0.108796746751, 1504867020.94
205, -0.229542843863, -0.429658233979, -0.738827361498, 0.10977409344, 1504867020.98
206, -0.230073334967, -0.439169068038, -0.738512752719, 0.10890232998, 1504867021.01
207, -0.229643560929, -0.44119866856, -0.739792108349, 0.112082891407, 1504867021.05
208, -0.224375748478, -0.42683151814, -0.738141209121, 0.106160932515, 1504867021.08
209, -0.229691321957, -0.401472283493, -0.729704866011, 0.0601939655629, 1504867021.11
210, -0.228901202126, -0.390872094274, -0.589288556552, 0.0441244924786, 1504867021.15
211, -0.212495972722, -0.411377986821, -0.473089394138, 0.0242814279382, 1504867021.18
213, -0.201601014657, -0.464412989716, -0.370626273772, -0.211498836781, 1504867021.25
214, -0.18949220486, -0.468577121409, -0.362059925328, -0.2533179242, 1504867021.28
215, -0.201174974937, -0.464589979094, -0.356425238288, -0.26192284986, 1504867021.31
216, -0.208983968597, -0.452615656897, -0.344969054321, -0.265311321566, 1504867021.34
217, -0.208434855884, -0.437072507017, -0.345656437998, -0.277318128376, 1504867021.38
218, -0.216353320719, -0.425845443995, -0.440572954329, -0.296211791976, 1504867021.41
219, -0.221606130738, -0.416418292249, -0.437040353454, -0.300172493414, 1504867021.45
220, -0.226027860977, -0.424736435254, -0.435624608204, -0.303332634555, 1504867021.48
221, -0.22374402133, -0.412745371505, -0.436490241239, -0.297831671873, 1504867021.51
222, -0.224170160134, -0.424202131907, -0.438286873845, -0.285245507265, 1504867021.55
223, -0.221546986954, -0.418921717974, -0.437997946572, -0.275927166354, 1504867021.58
224, -0.227940031598, -0.443754841898, -0.438593436422, -0.267053197158, 1504867021.61
225, -0.231859302402, -0.455519524942, -0.437447914845, -0.250298204756, 1504867021.65
226, -0.236411794961, -0.46118759699, -0.43081668736, -0.235304660424, 1504867021.68
227, -0.263760859686, -0.478658678722, -0.418739385336, -0.218776498512, 1504867021.71
231, -0.377514621659, -0.557060451876, -0.316537834229, -0.110912404505, 1504867021.84
232, -0.400035631492, -0.574847952701, -0.306068412538, -0.092111466332, 1504867021.88
233, -0.428680970585, -0.578727401183, -0.300035951084, -0.0773211237846, 1504867021.91
234, -0.416094457794, -0.604372397655, -0.301159830283, -0.0685332985825, 1504867021.95
235, -0.422910414566, -0.60280894997, -0.309292990366, -0.0563919982083, 1504867021.98
236, -0.419434895617, -0.616132870409, -0.317924104315, -0.0473497605889, 1504867022.02
237, -0.411397488472, -0.626383232994, -0.326770397768, -0.0438625858776, 1504867022.04
238, -0.408594689443, -0.62829035446, -0.33081439618, -0.0396694393117, 1504867022.08
239, -0.400338569873, -0.629348327035, -0.338747858719, -0.0444987959459, 1504867022.11
240, -0.386652949498, -0.635229410238, -0.354704374216, -0.0470343144834, 1504867022.15
241, -0.380999591388, -0.634282987273, -0.365752325833, -0.0457756898589, 1504867022.18
242, -0.368076783901, -0.641657869064, -0.376787948346, -0.038403030641, 1504867022.21
243, -0.361354160051, -0.652497659221, -0.385338857844, -0.0327397241631, 1504867022.25
244, -0.351865526165, -0.656991302779, -0.351987246745, -0.00812890267937, 1504867022.28
245, -0.35234002177, -0.664715693888, -0.351292854877, -0.0073902484493, 1504867022.31
246, -0.352842154443, -0.667423216575, -0.350516590873, -0.00993554173436, 1504867022.34
247, -0.34239063207, -0.65928917429, -0.354231765282, -0.0142583967552, 1504867022.38
248, -0.342973474078, -0.662333712652, -0.355522725376, -0.0173877489804, 1504867022.41
249, -0.341211108928, -0.665810781733, -0.356346538097, -0.0169670029497, 1504867022.44
250, -0.337660165502, -0.660833820206, -0.357397789973, -0.0176043640021, 1504867022.48
251, -0.338239686047, -0.657806827451, -0.358487304462, -0.0234351609395, 1504867022.51
252, -0.328994462929, -0.659672817504, -0.361123196314, -0.0279560695287, 1504867022.55
253, -0.330362013082, -0.648889258106, -0.362891656127, -0.0322299804761, 1504867022.58
254, -0.334047465972, -0.646788864605, -0.364339260413, -0.0367052971221, 1504867022.61
255, -0.336697143195, -0.645417851129, -0.361941618746, -0.0362076172871, 1504867022.65
256, -0.331086725729, -0.640616030359, -0.360011926278, -0.0375408411318, 1504867022.68
257, -0.332381060338, -0.643670284638, -0.359758670102, -0.039957940255, 1504867022.71
260, -0.326459713404, -0.641384889541, -0.0933927575752, -0.0968564959065, 1504867022.81
261, -0.326276460348, -0.643653584252, -0.0985369764602, -0.0929350478659, 1504867022.84
262, -0.313568044948, -0.641225141753, -0.10404258545, -0.0922666077152, 1504867022.88
263, -0.306367230103, -0.645363540441, -0.109527590212, -0.0895387932509, 1504867022.91
264, -0.300006011249, -0.646588862813, -0.118214335992, -0.0898580390716, 1504867022.95
265, -0.284726470565, -0.647455063078, -0.129589137566, -0.0927408781664, 1504867022.98
266, -0.257031658016, -0.648613439228, -0.141920775533, -0.0948379751433, 1504867023.01
267, -0.248080097537, -0.642344972181, -0.164209333078, -0.0987976001471, 1504867023.05
268, -0.23732630806, -0.631710837488, -0.187088734674, -0.0986441281498, 1504867023.08
269, -0.215844475965, -0.631882415737, -0.197514089601, -0.107033871598, 1504867023.11
270, -0.200705884537, -0.622595086874, -0.204373338116, -0.117869308462, 1504867023.14
271, -0.199105893535, -0.621413649577, -0.208330179726, -0.129176463716, 1504867023.18
272, -0.188662670328, -0.611207180389, -0.210366070594, -0.136739944262, 1504867023.21
273, -0.190004517312, -0.600776817224, -0.21109559369, -0.139406177274, 1504867023.24
274, -0.179940743826, -0.590873871473, -0.212864747117, -0.140975062144, 1504867023.28
275, -0.186317326415, -0.5925590629, -0.213668810244, -0.140876403109, 1504867023.31
276, -0.188669170815, -0.598951363905, -0.214153455367, -0.138525003561, 1504867023.34
277, -0.188828752198, -0.603000149857, -0.212565799161, -0.134561226127, 1504867023.38
278, -0.188250444547, -0.602941639672, -0.2119899075, -0.129639207361, 1504867023.41
280, -0.191882213566, -0.627838718757, 0.128578688075, -0.0764033306138, 1504867023.48
281, -0.176731111035, -0.627050866265, 0.17046235398, -0.0663539390428, 1504867023.52
282, -0.187611184459, -0.626128732747, 0.171745224711, -0.0601757775236, 1504867023.55
283, -0.193597061875, -0.630904392356, 0.175128265668, -0.0556066235901, 1504867023.58
284, -0.198794904507, -0.622328039816, 0.176176193519, -0.0542408929699, 1504867023.62
285, -0.193465889267, -0.630083496028, 0.17708201606, -0.0554401658404, 1504867023.65
286, -0.190047214386, -0.629610713599, 0.177002968808, -0.0578808533418, 1504867023.68
287, -0.193510133929, -0.612285083722, 0.173133759267, -0.0581411602581, 1504867023.71
288, -0.189456310294, -0.610614861009, 0.169648656363, -0.071748210085, 1504867023.74
289, -0.19261024185, -0.605969470228, 0.169049199206, -0.0734831009584, 1504867023.78
290, -0.183470622321, -0.596894977256, 0.166987455279, -0.0753849933463, 1504867023.81
291, -0.176767235061, -0.598912427029, 0.162319434939, -0.0743975889868, 1504867023.84
292, -0.0847533604247, -0.557478408153, 0.156381250655, -0.0744452854141, 1504867023.88
293, -0.144654436614, -0.584996305322, 0.148838176998, -0.0725590264162, 1504867023.91
294, -0.153304008032, -0.595873191177, 0.14008176862, -0.0706763608965, 1504867023.94
295, -0.146659697772, -0.585962071195, 0.129941508222, -0.0694153923939, 1504867023.98
300, -0.143526648491, -0.551114096509, 0.127622154929, -0.078149720115, 1504867024.15
301, -0.176423785419, -0.539400447216, 0.151091727549, -0.0867632457923, 1504867024.18
302, -0.190007702375, -0.530193098959, 0.17119555701, -0.0844820942991, 1504867024.21
303, -0.204515288469, -0.526823960792, 0.188930476276, -0.0910030207974, 1504867024.24
304, -0.22439886705, -0.516026504183, 0.194334117866, -0.0945692394031, 1504867024.28
305, -0.204831792457, -0.511606462072, 0.193641825913, -0.0981899093249, 1504867024.31
306, -0.199362973114, -0.511913105918, 0.187911216897, -0.101043810073, 1504867024.34
307, -0.189352193523, -0.512877452918, 0.18314991453, -0.1066734062, 1504867024.38
308, -0.171273722251, -0.510475370465, 0.177140581348, -0.110754868517, 1504867024.41
309, -0.163227855633, -0.515007638485, 0.163640933142, -0.107955654441, 1504867024.44
310, -0.163931420226, -0.51787172683, 0.154122277524, -0.103682006095, 1504867024.48
311, -0.150854157487, -0.521198885359, 0.15059437092, -0.0987100853931, 1504867024.51
312, -0.147428543034, -0.527627972564, 0.149019982908, -0.0951828942808, 1504867024.54
315, -0.146315143844, -0.541199742214, 0.386871599076, -0.0906842203367, 1504867024.65
316, -0.152017890067, -0.54110638954, 0.383269925998, -0.0869780544608, 1504867024.68
317, -0.138536737571, -0.541127586206, 0.380262444561, -0.0831929332445, 1504867024.71
318, -0.134471783767, -0.543748701519, 0.37549157743, -0.0823605470477, 1504867024.74
319, -0.128097509116, -0.543830330161, 0.371470244465, -0.0814663399953, 1504867024.78
320, -0.132712191405, -0.54165277487, 0.368906029755, -0.0823266395516, 1504867024.81
321, -0.124713219439, -0.544254338558, 0.3680018166, -0.07944526883, 1504867024.84
322, -0.127986102748, -0.544540792888, 0.365761527821, -0.0787195741535, 1504867024.88
323, -0.118333005426, -0.545429911028, 0.366257151887, -0.077766986965, 1504867024.91
324, -0.123164446845, -0.551063250272, 0.366794361323, -0.0765938046088, 1504867024.95
