idx, head1, head2, gaze1, gaze2, time
1, -0.0823699710425, -0.536446646361, 0.0939268490029, -0.0331754956028, 1504088695.31
2, -0.0841895827246, -0.537982169882, 0.0954905304323, -0.0311861171114, 1504088695.37
3, -0.0877994849635, -0.547854658635, 0.085439517833, -0.0303967658774, 1504088695.48
4, -0.0877378189234, -0.549964800954, 0.0861616681613, -0.0293168400512, 1504088695.51
5, -0.0874620461452, -0.551000803004, 0.0858125102567, -0.0284989086392, 1504088695.54
6, -0.0856197885298, -0.550788643568, 0.0911185887301, -0.028167988868, 1504088695.58
7, -0.0858710111622, -0.550315599469, 0.0922005717898, -0.0254477501542, 1504088695.61
8, -0.0849307802367, -0.549469599575, 0.0921399916347, -0.0266206217936, 1504088695.64
9, -0.0772103343162, -0.545376501452, 0.08723180553, -0.0308739154129, 1504088695.77
10, -0.0711159599885, -0.543300881721, 0.0806802199724, -0.0314893881509, 1504088695.85
11, -0.0667616058215, -0.542509814485, 0.0786343900704, -0.0309479759555, 1504088695.88
12, -0.0494255502428, -0.540431503861, 0.066260233434, -0.0340184379283, 1504088695.97
13, -0.0482535321023, -0.539106236579, 0.0628714298601, -0.0349866093477, 1504088696.01
14, -0.0505950001371, -0.544182507195, 0.0584024132041, -0.0368074783009, 1504088696.04
15, -0.0456603665455, -0.539166212907, 0.0532314358963, -0.0390000412587, 1504088696.08
16, -0.0379676673489, -0.536265439829, 0.0500921439578, -0.0403768204644, 1504088696.11
17, -0.0318122918115, -0.536064044223, 0.0442417422109, -0.0424360899949, 1504088696.14
18, -0.0250657833857, -0.534315482601, 0.0403744654856, -0.0426318111911, 1504088696.18
19, -0.0222299138701, -0.533022367703, 0.0363371675599, -0.0428364297318, 1504088696.21
20, -0.0159084831133, -0.527732229553, 0.028125387416, -0.0425286605375, 1504088696.27
21, -0.00584918238912, -0.532768488055, 0.0239286298385, -0.0440138444241, 1504088696.31
22, 0.00238350846855, -0.528970621631, 0.00525905658923, -0.069550417025, 1504088696.34
23, 0.0147524094048, -0.523069909692, -0.00347108197888, -0.117045626172, 1504088696.37
24, 0.01872330822, -0.526979155822, -0.051004485099, -0.168983919907, 1504088696.51
25, 0.0586071622398, -0.52968236192, -0.0567138823273, -0.168867133583, 1504088696.54
26, 0.0390155172208, -0.532737823314, -0.0627609484698, -0.16888715133, 1504088696.58
27, 0.0670253472558, -0.527209529978, -0.0675640514614, -0.168878756653, 1504088696.61
28, 0.0535913060522, -0.529118817131, -0.0750588162823, -0.169717085339, 1504088696.64
29, 0.0838445599411, -0.51900197372, -0.0946377890223, -0.195826071936, 1504088696.71
30, 0.0905599643203, -0.517060156383, -0.101183444954, -0.197288067199, 1504088696.74
31, 0.101841754706, -0.517171229055, -0.109573581063, -0.198442187337, 1504088696.81
32, 0.113554652254, -0.524712655002, -0.120267034462, -0.201348024371, 1504088696.88
33, 0.110216193782, -0.519804700805, -0.123588096104, -0.200375845669, 1504088696.91
34, 0.112880107233, -0.535847456073, -0.129798065128, -0.201064219437, 1504088696.98
35, 0.108301689362, -0.529710399003, -0.133506855929, -0.200781607005, 1504088697.01
36, 0.11116238963, -0.529847753451, -0.137234341794, -0.201100533474, 1504088697.07
37, 0.12509889436, -0.536380540955, -0.142809590291, -0.202982482233, 1504088697.21
38, 0.124937797328, -0.535801977966, -0.143121472405, -0.203570281214, 1504088697.24
39, 0.125025479363, -0.534420206873, -0.14197978982, -0.204427532015, 1504088697.28
40, 0.111706780583, -0.527675371335, -0.138492769418, -0.204410715475, 1504088697.34
41, 0.116293431551, -0.532252405369, -0.136107416683, -0.204568310847, 1504088697.37
42, 0.106918818597, -0.526163962747, -0.133988790661, -0.204910334991, 1504088697.4
43, 0.0997609644109, -0.52486861986, -0.129875777712, -0.205559195831, 1504088697.44
44, 0.0961402465247, -0.524102080438, -0.125785788724, -0.204657851992, 1504088697.47
45, 0.101393493471, -0.516139537183, -0.107660645443, -0.202008347493, 1504088697.57
46, 0.0791066081924, -0.51301091314, -0.0969095610464, -0.197762299105, 1504088697.64
