idx, head_phi, head_theta, gaze_phi, gaze_theta, time
1, 0.164865454117, -0.29910425524, -0.119121529839, 0.162986524399, 1504190788.51
3, 0.160199262355, -0.299039531689, -0.0711779242434, 0.0205791227046, 1504190788.58
4, 0.166618301507, -0.299278814822, 0.0105559304183, -0.104914499978, 1504190788.61
9, 0.1616482543, -0.30166724166, 0.0330657755019, -0.175692881493, 1504190788.78
43, 0.120632978894, -0.380720546695, -0.291879940095, -0.213917353127, 1504190789.91
82, 0.119369802526, -0.371143035498, -0.293931718847, -0.218451099843, 1504190791.25
286, 0.120879571063, -0.38128136789, -0.284091031009, -0.230639304142, 1504190798.04
449, 0.12000449367, -0.384703587648, 0.149406930548, -0.265790915374, 1504190803.48
450, 0.120640176696, -0.385257096422, 0.152284569709, -0.266394393479, 1504190803.51
451, 0.121809746992, -0.383938035478, 0.153449468653, -0.267097040999, 1504190803.54
452, 0.121187377474, -0.38381875911, 0.155621068643, -0.267383107122, 1504190803.58
453, 0.110987127962, -0.377359942127, 0.158036706696, -0.266020608692, 1504190803.61
454, 0.110098375599, -0.376823535198, 0.165742640993, -0.26038734387, 1504190803.65
456, 0.118840032669, -0.38622411618, 0.167171118626, -0.261699896755, 1504190803.71
458, 0.12150328443, -0.384393598574, 0.16723512472, -0.261450041683, 1504190803.78
459, 0.120171241916, -0.3852242498, 0.168225044872, -0.261454344879, 1504190803.81
463, 0.110410676127, -0.376784742461, 0.171310191693, -0.25873846508, 1504190803.94
468, 0.111324174068, -0.379142164785, 0.170075980377, -0.257201761512, 1504190804.11
469, 0.119905144827, -0.38504693982, 0.169459252866, -0.257179316571, 1504190804.14
470, 0.110940414117, -0.378390771176, 0.169285000247, -0.256801898737, 1504190804.18
471, 0.111461006815, -0.378941734539, 0.169511178061, -0.256722473592, 1504190804.21
472, 0.120935276457, -0.38500343099, 0.169456001019, -0.256848525459, 1504190804.24
473, 0.120435218321, -0.385375762113, 0.170083410967, -0.256854125616, 1504190804.28
474, 0.118588630517, -0.387234868056, 0.170451653506, -0.255984828613, 1504190804.31
475, 0.109351240811, -0.380720735964, 0.170561589672, -0.257149357358, 1504190804.34
476, 0.120161813121, -0.38518697485, 0.170585169091, -0.257203546065, 1504190804.38
478, 0.109177195894, -0.379060016176, 0.169959711135, -0.257279321629, 1504190804.44
479, 0.118868612605, -0.386017818263, 0.169971031629, -0.25769443311, 1504190804.48
480, 0.110470568584, -0.378479946382, 0.16927982543, -0.258306515836, 1504190804.51
481, 0.110560508783, -0.377549944293, 0.169502032318, -0.258907787201, 1504190804.54
483, 0.11803910472, -0.382910155407, 0.169397484356, -0.258122377867, 1504190804.61
485, 0.117880040024, -0.386587269068, 0.171315902234, -0.256787967526, 1504190804.68
486, 0.110275327482, -0.38049880729, 0.170852468827, -0.256774697207, 1504190804.71
487, 0.109136086264, -0.379788878587, 0.169744709801, -0.256237808903, 1504190804.74
488, 0.120248183768, -0.387673091032, 0.169102569656, -0.256094435772, 1504190804.78
491, 0.120638298035, -0.388078212769, 0.169958631482, -0.255729930749, 1504190804.88
495, 0.110444660427, -0.381527251124, 0.169854701262, -0.256874471336, 1504190805.01
496, 0.118777853339, -0.389091984724, 0.169754672265, -0.25601590398, 1504190805.04
497, 0.120824035393, -0.388250716893, 0.169746413813, -0.256218648154, 1504190805.08
498, 0.119732735404, -0.390315218063, 0.168646636885, -0.255800769947, 1504190805.11
502, 0.124721679862, -0.389913932532, 0.165564354509, -0.253486109299, 1504190805.24
509, 0.139459023577, -0.365444178854, 0.162326716769, -0.249625309427, 1504190805.48
512, 0.147372021055, -0.367104442845, 0.162113674944, -0.247719058034, 1504190805.58
516, 0.139991531467, -0.394102581632, 0.149731509803, -0.236780539262, 1504190805.71
517, 0.167250741709, -0.382690099053, 0.139645108578, -0.234799121871, 1504190805.74
518, 0.153226072647, -0.388618526842, 0.132172687791, -0.224809044528, 1504190805.78
519, 0.191663887716, -0.384898940296, 0.11591330592, -0.222396880649, 1504190805.81
520, 0.205784690959, -0.389370238885, 0.10602661267, -0.21821313004, 1504190805.84
521, 0.204860291104, -0.410159143848, 0.089126822269, -0.209958059097, 1504190805.88
524, 0.249675587515, -0.402671126609, 0.0570856803462, -0.199342098195, 1504190805.98
525, 0.255726559896, -0.404768772183, 0.0521017094734, -0.196598533377, 1504190806.01
526, 0.260516426904, -0.408229612183, 0.0462363466281, -0.194579099261, 1504190806.04
527, 0.26229930586, -0.416394301007, 0.0423555066023, -0.192576461363, 1504190806.08
528, 0.266134315524, -0.421041128154, 0.0399431267195, -0.188352616196, 1504190806.11
529, 0.269508445136, -0.42821270611, 0.040228583125, -0.183077603372, 1504190806.14
530, 0.274823851354, -0.432527265748, 0.0320639912151, -0.180258101704, 1504190806.18
531, 0.285287347297, -0.436931822536, 0.0232536078577, -0.172579526738, 1504190806.21
532, 0.300877568738, -0.442657745291, 0.0164039634747, -0.167794228843, 1504190806.24
533, 0.311532022817, -0.445572953754, 0.00226829249535, -0.165234192813, 1504190806.28
534, 0.326606941571, -0.44744832119, -0.00688495887258, -0.161153333471, 1504190806.31
535, 0.336057723453, -0.452213362345, -0.0168604605337, -0.153750399422, 1504190806.34
536, 0.340772620254, -0.455490199126, -0.0254622831273, -0.149378180787, 1504190806.38
537, 0.352164540509, -0.455271268373, -0.0362202880381, -0.147732752039, 1504190806.41
538, 0.351918092799, -0.463197704876, -0.0404684740552, -0.144506804136, 1504190806.44
539, 0.351683678699, -0.466197284583, -0.034382439871, -0.144474385862, 1504190806.48
542, 0.356183139787, -0.473240714029, -0.0306363569849, -0.13698081895, 1504190806.58
543, 0.361301471258, -0.473597912711, -0.0316923277433, -0.135800532701, 1504190806.61
544, 0.364263817758, -0.475944098813, -0.037959031005, -0.136399375434, 1504190806.64
545, 0.365076312607, -0.477111322942, -0.0425020149521, -0.134167706069, 1504190806.68
546, 0.364996538123, -0.478652615006, -0.0433418345123, -0.132377239614, 1504190806.71
547, 0.360448525424, -0.485209396602, -0.0437063013185, -0.132141576244, 1504190806.74
548, 0.366533272053, -0.47895490835, -0.0445582506924, -0.132261840905, 1504190806.78
549, 0.366389049387, -0.478401793807, -0.0449107029812, -0.132909900796, 1504190806.81
550, 0.367474198986, -0.47724713558, -0.0446755854511, -0.133592385253, 1504190806.84
551, 0.36386803046, -0.476043732218, -0.0436500724123, -0.134826414924, 1504190806.88
552, 0.362400973757, -0.475146294235, -0.0428855972596, -0.135000829126, 1504190806.91
553, 0.360820044235, -0.474623129819, -0.0482096869034, -0.135982406559, 1504190806.94
555, 0.358846635913, -0.472264297518, -0.0479989206672, -0.137948223853, 1504190807.01
556, 0.360153947636, -0.472000248924, -0.0478134316007, -0.138688838447, 1504190807.04
564, 0.360543599674, -0.471127936927, -0.0456653749442, -0.139946130632, 1504190807.31
565, 0.361058557525, -0.472137038432, -0.0441950071343, -0.139009704606, 1504190807.34
566, 0.358478387541, -0.471904476458, -0.0433526388942, -0.138518831596, 1504190807.38
567, 0.357753155883, -0.471866055302, -0.0418577838561, -0.1391211383, 1504190807.41
568, 0.35895229204, -0.471228286133, -0.0408319396525, -0.139658005996, 1504190807.44
571, 0.358140179202, -0.469220246658, -0.0363586502907, -0.141506138496, 1504190807.54
572, 0.357573391999, -0.468540375195, 0.0757978829611, -0.248553971772, 1504190807.58
573, 0.357434525403, -0.468839029246, 0.218702718682, -0.167365379001, 1504190807.61
574, 0.360455753378, -0.469165329504, 0.268615304242, -0.14631934878, 1504190807.64
575, 0.358522433694, -0.46987661466, 0.273060327534, -0.143275171179, 1504190807.68
576, 0.357993427499, -0.470852648221, 0.273870177278, -0.139683651165, 1504190807.71
577, 0.36001587954, -0.471661445573, 0.274518632336, -0.137371916855, 1504190807.74
578, 0.358614026385, -0.471758789565, 0.310710963874, -0.16522949278, 1504190807.78
579, 0.358894607208, -0.472110895676, 0.350809764137, -0.140446129402, 1504190807.81
580, 0.360292506228, -0.472155087362, 0.351754208464, -0.140090820238, 1504190807.84
581, 0.358559288974, -0.471296776063, 0.354859866581, -0.138742116081, 1504190807.88
582, 0.356244981184, -0.470864519185, 0.356924591172, -0.138776681306, 1504190807.91
583, 0.357580441209, -0.469120647889, 0.372595056406, -0.151101233069, 1504190807.94
584, 0.355018459326, -0.467841323647, 0.383382233274, -0.151388820835, 1504190807.98
585, 0.353480031133, -0.467634661447, 0.384698917402, -0.150929712101, 1504190808.01
586, 0.354233006383, -0.467523229535, 0.386102518899, -0.15102532839, 1504190808.04
587, 0.352675398952, -0.467429495745, 0.387478761522, -0.149548546572, 1504190808.08
588, 0.353407286648, -0.46726781031, 0.387776581714, -0.149577558497, 1504190808.11
589, 0.355441391499, -0.467933982324, 0.387824248408, -0.149309884378, 1504190808.14
590, 0.354410229733, -0.468030428849, 0.387529523733, -0.148638540885, 1504190808.18
591, 0.356122338434, -0.467836917927, 0.387038282862, -0.149383639687, 1504190808.21
592, 0.355294813474, -0.468339499876, 0.387079719844, -0.149873747151, 1504190808.24
593, 0.354046700283, -0.467533792599, 0.387327169132, -0.149993200051, 1504190808.28
594, 0.352994813919, -0.467444865289, 0.389366690329, -0.152774686643, 1504190808.31
595, 0.354025360807, -0.467339391079, 0.392861948035, -0.153418147518, 1504190808.34
596, 0.352057038948, -0.467116499216, 0.393377518795, -0.153984576747, 1504190808.38
597, 0.352408836134, -0.466350443557, 0.39297370846, -0.154809121093, 1504190808.41
598, 0.354721775855, -0.466070973899, 0.391993424003, -0.154991310075, 1504190808.44
599, 0.353383254471, -0.465870735945, 0.391591489301, -0.154748692668, 1504190808.48
600, 0.353358899145, -0.466171933064, 0.390396889886, -0.154282041082, 1504190808.51
601, 0.354511090505, -0.467041112092, 0.391374734271, -0.154081694267, 1504190808.54
